ID,Handedness,Gender,Type,ConceptOrder,Resp,Axis,Pixel,Exp1,Exp2,Exp3,Exp4
S42,Right,Female,Q,2,less,y,218,I chose to represent them vertically with least being the bottom and working upward.,"I chose to represent them vertically with worst being the bottom and working upward.   Basically, the lowest point for all circles is associated with the least desirable word.",To keep them in order.  I wasn't sure of how to start though.  Who goes where as far as the bottom/top.,I did not see a circle with numbers.
S42,Right,Female,Q,3,more,x,390,I chose to represent them vertically with least being the bottom and working upward.,"I chose to represent them vertically with worst being the bottom and working upward.   Basically, the lowest point for all circles is associated with the least desirable word.",To keep them in order.  I wasn't sure of how to start though.  Who goes where as far as the bottom/top.,I did not see a circle with numbers.
S42,Right,Female,Q,3,more,y,441,I chose to represent them vertically with least being the bottom and working upward.,"I chose to represent them vertically with worst being the bottom and working upward.   Basically, the lowest point for all circles is associated with the least desirable word.",To keep them in order.  I wasn't sure of how to start though.  Who goes where as far as the bottom/top.,I did not see a circle with numbers.
S42,Right,Female,Q,4,most,x,382,I chose to represent them vertically with least being the bottom and working upward.,"I chose to represent them vertically with worst being the bottom and working upward.   Basically, the lowest point for all circles is associated with the least desirable word.",To keep them in order.  I wasn't sure of how to start though.  Who goes where as far as the bottom/top.,I did not see a circle with numbers.
S42,Right,Female,Q,4,most,y,675,I chose to represent them vertically with least being the bottom and working upward.,"I chose to represent them vertically with worst being the bottom and working upward.   Basically, the lowest point for all circles is associated with the least desirable word.",To keep them in order.  I wasn't sure of how to start though.  Who goes where as far as the bottom/top.,I did not see a circle with numbers.
S42,Right,Female,T,1,earliest,x,375,I chose to represent them vertically with least being the bottom and working upward.,"I chose to represent them vertically with worst being the bottom and working upward.   Basically, the lowest point for all circles is associated with the least desirable word.",To keep them in order.  I wasn't sure of how to start though.  Who goes where as far as the bottom/top.,I did not see a circle with numbers.
S42,Right,Female,T,1,earliest,y,669,I chose to represent them vertically with least being the bottom and working upward.,"I chose to represent them vertically with worst being the bottom and working upward.   Basically, the lowest point for all circles is associated with the least desirable word.",To keep them in order.  I wasn't sure of how to start though.  Who goes where as far as the bottom/top.,I did not see a circle with numbers.
S42,Right,Female,T,2,earlier,x,382,I chose to represent them vertically with least being the bottom and working upward.,"I chose to represent them vertically with worst being the bottom and working upward.   Basically, the lowest point for all circles is associated with the least desirable word.",To keep them in order.  I wasn't sure of how to start though.  Who goes where as far as the bottom/top.,I did not see a circle with numbers.
S42,Right,Female,T,2,earlier,y,465,I chose to represent them vertically with least being the bottom and working upward.,"I chose to represent them vertically with worst being the bottom and working upward.   Basically, the lowest point for all circles is associated with the least desirable word.",To keep them in order.  I wasn't sure of how to start though.  Who goes where as far as the bottom/top.,I did not see a circle with numbers.
S42,Right,Female,T,3,later,x,390,I chose to represent them vertically with least being the bottom and working upward.,"I chose to represent them vertically with worst being the bottom and working upward.   Basically, the lowest point for all circles is associated with the least desirable word.",To keep them in order.  I wasn't sure of how to start though.  Who goes where as far as the bottom/top.,I did not see a circle with numbers.
S42,Right,Female,T,3,later,y,259,I chose to represent them vertically with least being the bottom and working upward.,"I chose to represent them vertically with worst being the bottom and working upward.   Basically, the lowest point for all circles is associated with the least desirable word.",To keep them in order.  I wasn't sure of how to start though.  Who goes where as far as the bottom/top.,I did not see a circle with numbers.
S42,Right,Female,T,4,latest,x,389,I chose to represent them vertically with least being the bottom and working upward.,"I chose to represent them vertically with worst being the bottom and working upward.   Basically, the lowest point for all circles is associated with the least desirable word.",To keep them in order.  I wasn't sure of how to start though.  Who goes where as far as the bottom/top.,I did not see a circle with numbers.
S42,Right,Female,T,4,latest,y,59,I chose to represent them vertically with least being the bottom and working upward.,"I chose to represent them vertically with worst being the bottom and working upward.   Basically, the lowest point for all circles is associated with the least desirable word.",To keep them in order.  I wasn't sure of how to start though.  Who goes where as far as the bottom/top.,I did not see a circle with numbers.
S42,Right,Female,V,1,worst,x,388,I chose to represent them vertically with least being the bottom and working upward.,"I chose to represent them vertically with worst being the bottom and working upward.   Basically, the lowest point for all circles is associated with the least desirable word.",To keep them in order.  I wasn't sure of how to start though.  Who goes where as far as the bottom/top.,I did not see a circle with numbers.
S42,Right,Female,V,1,worst,y,58,I chose to represent them vertically with least being the bottom and working upward.,"I chose to represent them vertically with worst being the bottom and working upward.   Basically, the lowest point for all circles is associated with the least desirable word.",To keep them in order.  I wasn't sure of how to start though.  Who goes where as far as the bottom/top.,I did not see a circle with numbers.
S42,Right,Female,V,2,worse,x,386,I chose to represent them vertically with least being the bottom and working upward.,"I chose to represent them vertically with worst being the bottom and working upward.   Basically, the lowest point for all circles is associated with the least desirable word.",To keep them in order.  I wasn't sure of how to start though.  Who goes where as far as the bottom/top.,I did not see a circle with numbers.
S42,Right,Female,V,2,worse,y,261,I chose to represent them vertically with least being the bottom and working upward.,"I chose to represent them vertically with worst being the bottom and working upward.   Basically, the lowest point for all circles is associated with the least desirable word.",To keep them in order.  I wasn't sure of how to start though.  Who goes where as far as the bottom/top.,I did not see a circle with numbers.
S42,Right,Female,V,3,better,x,378,I chose to represent them vertically with least being the bottom and working upward.,"I chose to represent them vertically with worst being the bottom and working upward.   Basically, the lowest point for all circles is associated with the least desirable word.",To keep them in order.  I wasn't sure of how to start though.  Who goes where as far as the bottom/top.,I did not see a circle with numbers.
S42,Right,Female,V,3,better,y,480,I chose to represent them vertically with least being the bottom and working upward.,"I chose to represent them vertically with worst being the bottom and working upward.   Basically, the lowest point for all circles is associated with the least desirable word.",To keep them in order.  I wasn't sure of how to start though.  Who goes where as far as the bottom/top.,I did not see a circle with numbers.
S42,Right,Female,V,4,best,x,383,I chose to represent them vertically with least being the bottom and working upward.,"I chose to represent them vertically with worst being the bottom and working upward.   Basically, the lowest point for all circles is associated with the least desirable word.",To keep them in order.  I wasn't sure of how to start though.  Who goes where as far as the bottom/top.,I did not see a circle with numbers.
S42,Right,Female,V,4,best,y,676,I chose to represent them vertically with least being the bottom and working upward.,"I chose to represent them vertically with worst being the bottom and working upward.   Basically, the lowest point for all circles is associated with the least desirable word.",To keep them in order.  I wasn't sure of how to start though.  Who goes where as far as the bottom/top.,I did not see a circle with numbers.
S43,Right,Male,N,1,2,x,357,NA,Na,NA,NA
S43,Right,Male,N,1,2,y,281,NA,Na,NA,NA
S43,Right,Male,N,2,4,x,220,NA,Na,NA,NA
S43,Right,Male,N,2,4,y,469,NA,Na,NA,NA
S43,Right,Male,N,3,7,x,567,NA,Na,NA,NA
S43,Right,Male,N,3,7,y,273,NA,Na,NA,NA
S43,Right,Male,N,4,9,x,528,NA,Na,NA,NA
S43,Right,Male,N,4,9,y,411,NA,Na,NA,NA
S43,Right,Male,Q,1,least,x,258,NA,Na,NA,NA
S43,Right,Male,Q,1,least,y,250,NA,Na,NA,NA
S43,Right,Male,Q,2,less,x,590,NA,Na,NA,NA
S43,Right,Male,Q,2,less,y,197,NA,Na,NA,NA
S43,Right,Male,Q,3,more,x,257,NA,Na,NA,NA
S43,Right,Male,Q,3,more,y,509,NA,Na,NA,NA
S43,Right,Male,Q,4,most,x,528,NA,Na,NA,NA
